Ensembl Gene ID	id2	Ensembl Transcript ID	CDS Length
ENSG00000265107	unknown	ENST00000579774	1077
ENSG00000155903	RASA2	ENST00000452898	2553
ENSG00000197296	FITM2	ENST00000396825	789
ENSG00000226923	MCCD1	ENST00000421209	360
ENSG00000140368	PSTPIP1	ENST00000559785	1254
ENSG00000140365	COMMD4	ENST00000568301	633
ENSG00000160654	CD3G	ENST00000532917	549
ENSG00000140367	UBE2Q2	ENST00000267938	1128
ENSG00000177432	NAP1L5	ENST00000323061	549
ENSG00000237524	unknown	ENST00000568484	501
ENSG00000129910	CDH15	ENST00000289746	2445
ENSG00000129911	KLF16	ENST00000541015	759
ENSG00000237521	OR7E24	ENST00000456448	1020
ENSG00000106355	LSM5	ENST00000450169	276
ENSG00000167384	ZNF180	ENST00000221327	2079
ENSG00000167380	ZNF226	ENST00000590089	2412
ENSG00000167383	ZNF229	ENST00000588931	2478
ENSG00000120896	SORBS3	ENST00000240123	2016
ENSG00000124570	SERPINB6	ENST00000380520	1131
ENSG00000124575	HIST1H1D	ENST00000244534	666
ENSG00000124574	ABCC10	ENST00000372530	4479
ENSG00000124578	HIST1H4G	ENST00000244537	297
ENSG00000120899	PTK2B	ENST00000397501	3030
ENSG00000169071	ROR2	ENST00000375708	2832
ENSG00000179002	TAS1R2	ENST00000375371	2520
ENSG00000179008	C14orf39	ENST00000321731	1764
ENSG00000255346	NOX5	ENST00000388866	2298
ENSG00000047617	ANO2	ENST00000356134	3000
ENSG00000225362	CT62	ENST00000449977	411
ENSG00000112320	SOBP	ENST00000317357	2622
ENSG00000051620	HEBP2	ENST00000058691	618
ENSG00000128791	TWSG1	ENST00000262120	672
ENSG00000166166	TRMT61A	ENST00000389749	870
ENSG00000166167	BTRC	ENST00000370187	1818
ENSG00000268488	unknown	ENST00000598763	48
ENSG00000166165	CKB	ENST00000348956	1146
ENSG00000166160	OPN1MW2	ENST00000369929	1095
ENSG00000268482	unknown	ENST00000599954	207
ENSG00000268486	unknown	ENST00000594133	756
ENSG00000268484	unknown	ENST00000600790	414
ENSG00000268485	unknown	ENST00000601871	231
ENSG00000122136	OBP2A	ENST00000340780	687
ENSG00000122133	PAEP	ENST00000479141	543
ENSG00000204790	CBWD6	ENST00000377457	1188
ENSG00000204793	FOXD4L6	ENST00000377473	1254
ENSG00000231129	ABCF1	ENST00000426219	2538
ENSG00000255837	TAS2R20	ENST00000538986	930
ENSG00000255835	unknown	ENST00000432920	1080
ENSG00000255833	TIFAB	ENST00000537858	486
ENSG00000124641	MED20	ENST00000265350	639
ENSG00000091138	SLC26A3	ENST00000340010	2295
ENSG00000040341	STAU2	ENST00000524300	1713
ENSG00000091136	LAMB1	ENST00000393561	5433
ENSG00000091137	SLC26A4	ENST00000265715	2343
ENSG00000204248	COL11A2	ENST00000341947	5211
ENSG00000254122	PCDHGB7	ENST00000398594	2790
ENSG00000204246	OR13C3	ENST00000374781	1044
ENSG00000158055	GRHL3	ENST00000350501	1881
ENSG00000137078	SIT1	ENST00000259608	591
ENSG00000158050	DUSP2	ENST00000288943	945
ENSG00000137076	TLN1	ENST00000314888	7626
ENSG00000137077	CCL21	ENST00000259607	405
ENSG00000137074	APTX	ENST00000379819	1071
ENSG00000137075	RNF38	ENST00000259605	1548
ENSG00000137073	UBAP2	ENST00000379238	3360
ENSG00000137070	IL11RA	ENST00000555003	1269
ENSG00000187824	TMEM220	ENST00000341871	483
ENSG00000175318	GRAMD2	ENST00000309731	1065
ENSG00000173846	PLK3	ENST00000372201	1941
ENSG00000173848	NET1	ENST00000355029	1791
ENSG00000129675	ARHGEF6	ENST00000250617	2331
ENSG00000129673	AANAT	ENST00000250615	759
ENSG00000154620	TMSB4Y	ENST00000284856	135
ENSG00000121446	RGSL1	ENST00000294854	3231
ENSG00000232006	unknown	ENST00000456114	115
ENSG00000121440	PDZRN3	ENST00000263666	3201
ENSG00000120798	NR2C1	ENST00000333003	1812
ENSG00000122863	CHST3	ENST00000373115	1440
ENSG00000122862	SRGN	ENST00000242465	477
ENSG00000122861	PLAU	ENST00000496777	1296
ENSG00000233816	IFNA13	ENST00000449498	573
ENSG00000253368	TRNP1	ENST00000522111	684
ENSG00000173905	GOLIM4	ENST00000470487	2091
ENSG00000072110	ACTN1	ENST00000538545	2793
ENSG00000205111	CDKL4	ENST00000395035	1140
ENSG00000257473	unknown	ENST00000552745	765
ENSG00000205116	TMEM88B	ENST00000378821	492
ENSG00000087206	UIMC1	ENST00000377219	2163
ENSG00000075461	CACNG4	ENST00000262138	984
ENSG00000161249	DMKN	ENST00000339686	1431
ENSG00000185250	PPIL6	ENST00000440797	1014
ENSG00000145431	PDGFC	ENST00000502773	1038
ENSG00000095932	C19orf77	ENST00000215531	393
ENSG00000134758	RNF138	ENST00000261593	738
ENSG00000134759	ELP2	ENST00000442325	2676
ENSG00000081985	IL12RB2	ENST00000262345	2589
ENSG00000134755	DSC2	ENST00000280904	2706
ENSG00000178150	ZNF114	ENST00000595607	1254
ENSG00000110906	KCTD10	ENST00000228495	942
ENSG00000175193	PARL	ENST00000317096	1140
ENSG00000175197	DDIT3	ENST00000551116	579
ENSG00000110900	TSPAN11	ENST00000546076	762
ENSG00000176428	VPS37D	ENST00000324941	756
ENSG00000170835	CEL	ENST00000372080	2271
ENSG00000176422	SPRYD4	ENST00000338146	624
ENSG00000230336	POU5F1	ENST00000454714	1083
ENSG00000230332	RNF39	ENST00000432647	1263
ENSG00000241837	ATP5O	ENST00000290299	642
ENSG00000241839	PLEKHO2	ENST00000323544	1473
ENSG00000235863	B3GALT4	ENST00000451237	1137
ENSG00000243543	WFDC6	ENST00000600168	486
ENSG00000215635	unknown	ENST00000400710	570
ENSG00000105538	RASIP1	ENST00000222145	2892
ENSG00000135083	CCNJL	ENST00000393977	1308
ENSG00000237649	KIFC1	ENST00000428849	2022
ENSG00000133703	KRAS	ENST00000256078	570
ENSG00000133704	IPO8	ENST00000256079	3114
ENSG00000133706	LARS	ENST00000394434	3531
ENSG00000188379	IFNA2	ENST00000380206	567
ENSG00000188373	C10orf99	ENST00000372126	246
ENSG00000188372	ZP3	ENST00000394857	1275
ENSG00000188375	H3F3C	ENST00000340398	408
ENSG00000136068	FLNB	ENST00000490882	7902
ENSG00000115956	PLEK	ENST00000234313	1053
ENSG00000118855	MFSD1	ENST00000415822	1545
ENSG00000138398	PPIG	ENST00000260970	2265
ENSG00000138399	FASTKD1	ENST00000453153	2544
ENSG00000214274	ANG	ENST00000336811	444
ENSG00000138395	CDK15	ENST00000374598	1308
ENSG00000267915	unknown	ENST00000595215	2310
ENSG00000267914	unknown	ENST00000570941	930
ENSG00000267916	unknown	ENST00000599009	585
ENSG00000267910	unknown	ENST00000595462	11919
ENSG00000267913	unknown	ENST00000598764	621
ENSG00000267912	unknown	ENST00000599235	1509
ENSG00000188997	KCTD21	ENST00000340067	783
ENSG00000188996	HUS1B	ENST00000380907	837
ENSG00000188994	ZNF292	ENST00000369577	8172
ENSG00000188993	LRRC66	ENST00000343457	2643
ENSG00000267918	unknown	ENST00000596284	255
ENSG00000188991	SLC15A5	ENST00000344941	1740
ENSG00000101945	SUV39H1	ENST00000337852	1272
ENSG00000101940	WDR13	ENST00000376729	1458
ENSG00000261272	unknown	ENST00000561890	5322
ENSG00000119899	SLC17A5	ENST00000355773	1488
ENSG00000026950	BTN3A1	ENST00000289361	1542
ENSG00000172850	LSM2	ENST00000383391	288
ENSG00000100012	SEC14L3	ENST00000215812	1203
ENSG00000150337	FCGR1A	ENST00000369168	1125
ENSG00000100014	SPECC1L	ENST00000314328	3354
ENSG00000144619	CNTN4	ENST00000418658	3081
ENSG00000125975	C20orf173	ENST00000444723	609
ENSG00000236063	ABHD16A	ENST00000457366	1806
ENSG00000174450	GOLGA6L2	ENST00000567107	2730
ENSG00000174453	VWC2L	ENST00000312504	669
ENSG00000174456	C12orf76	ENST00000309050	408
ENSG00000258804	unknown	ENST00000557527	297
ENSG00000088727	KIF9	ENST00000265529	2373
ENSG00000088726	TMEM40	ENST00000431022	750
ENSG00000086619	ERO1LB	ENST00000354619	1404
ENSG00000269180	unknown	ENST00000595318	2547
ENSG00000269182	unknown	ENST00000599120	33
ENSG00000269185	unknown	ENST00000602237	267
ENSG00000116544	DLGAP3	ENST00000373347	2940
ENSG00000112053	SLC26A8	ENST00000490799	2913
ENSG00000139112	GABARAPL1	ENST00000421801	441
ENSG00000139117	CPNE8	ENST00000331366	1695
ENSG00000139116	KIF21A	ENST00000395670	5028
ENSG00000223501	VPS52	ENST00000445902	2172
ENSG00000107242	PIP5K1B	ENST00000478500	1650
ENSG00000099917	MED15	ENST00000263205	2367
ENSG00000151062	CACNA2D4	ENST00000586184	3465
ENSG00000151065	DCP1B	ENST00000280665	1854
ENSG00000151067	CACNA1C	ENST00000399634	6630
ENSG00000107249	GLIS3	ENST00000381971	2793
ENSG00000106113	CRHR2	ENST00000348438	1317
ENSG00000269232	unknown	ENST00000577856	495
ENSG00000156599	ZDHHC5	ENST00000287169	2148
ENSG00000269230	unknown	ENST00000600958	3108
ENSG00000269231	unknown	ENST00000597272	591
ENSG00000269237	unknown	ENST00000600810	279
ENSG00000197905	TEAD4	ENST00000359864	1305
ENSG00000197901	SLC22A6	ENST00000377871	1692
ENSG00000197903	HIST1H2BK	ENST00000356950	381
ENSG00000113448	PDE4D	ENST00000340635	2430
ENSG00000113441	LNPEP	ENST00000231368	3078
ENSG00000180509	KCNE1	ENST00000399289	390
ENSG00000103091	WDR59	ENST00000262144	2925
ENSG00000140612	SEC11A	ENST00000558134	558
ENSG00000013441	CLK1	ENST00000434813	1581
ENSG00000142619	PADI3	ENST00000375460	1995
ENSG00000079246	XRCC5	ENST00000392133	2199
ENSG00000142615	CELA2A	ENST00000359621	810
ENSG00000142611	PRDM16	ENST00000270722	3831
ENSG00000253731	PCDHGA6	ENST00000517434	2799
ENSG00000168631	DPCR1	ENST00000462446	4182
ENSG00000168634	WFDC13	ENST00000305479	282
ENSG00000262174	unknown	ENST00000575918	795
ENSG00000262175	unknown	ENST00000572364	3189
ENSG00000262176	unknown	ENST00000573356	501
ENSG00000189108	IL1RAPL2	ENST00000372582	2061
ENSG00000262170	unknown	ENST00000575481	885
ENSG00000239886	KRTAP9-2	ENST00000377721	525
ENSG00000239887	C1orf226	ENST00000426197	948
ENSG00000263801	unknown	ENST00000583448	486
ENSG00000263809	unknown	ENST00000582471	324
ENSG00000156049	GNA14	ENST00000341700	1068
ENSG00000156042	TTC18	ENST00000355577	3366
ENSG00000105679	GAPDHS	ENST00000222286	1227
ENSG00000164889	SLC4A2	ENST00000485713	3726
ENSG00000105671	DDX49	ENST00000247003	1452
ENSG00000105672	ETV2	ENST00000379026	1113
ENSG00000105675	ATP4A	ENST00000262623	3108
ENSG00000105677	TMEM147	ENST00000222284	675
ENSG00000105676	ARMC6	ENST00000535612	1506
ENSG00000225614	ZNF469	ENST00000565624	11862
ENSG00000196859	KRT39	ENST00000355612	1476
ENSG00000244274	DBNDD2	ENST00000372710	792
ENSG00000166363	OR10A5	ENST00000379831	966
ENSG00000166368	OR2D2	ENST00000299459	927
ENSG00000164885	CDK5	ENST00000485972	879
ENSG00000152749	GPR180	ENST00000376958	1323
ENSG00000181754	AMIGO1	ENST00000369864	1482
ENSG00000184507	C15orf55	ENST00000537011	3483
ENSG00000181752	OR8K5	ENST00000313447	924
ENSG00000184502	GAST	ENST00000329402	306
ENSG00000163629	PTPN13	ENST00000511467	7473
ENSG00000163626	COX18	ENST00000507544	1005
ENSG00000163624	CDS1	ENST00000295887	1386
ENSG00000163625	WDFY3	ENST00000295888	10581
ENSG00000184508	HDDC3	ENST00000394272	540
ENSG00000163623	NKX6-1	ENST00000295886	1104
ENSG00000182218	HHIPL1	ENST00000330710	2349
ENSG00000182217	HIST2H4B	ENST00000392933	312
ENSG00000171129	HSFX2	ENST00000524178	1272
ENSG00000186908	ZDHHC17	ENST00000426126	1899
ENSG00000186907	RTN4RL2	ENST00000335099	1263
ENSG00000106809	OGN	ENST00000262551	897
ENSG00000106804	C5	ENST00000223642	5031
ENSG00000106803	SEC61B	ENST00000223641	291
ENSG00000115234	SNX17	ENST00000233575	1413
ENSG00000115232	ITGA4	ENST00000397033	3099
ENSG00000115233	PSMD14	ENST00000409682	933
ENSG00000115239	ASB3	ENST00000352846	1671
ENSG00000206312	NOTCH4	ENST00000383264	6012
ENSG00000206310	C6orf10	ENST00000399749	1692
ENSG00000206314	GPSM3	ENST00000383265	483
ENSG00000206315	PBX2	ENST00000546984	1392
ENSG00000215910	C1orf167	ENST00000433342	4422
ENSG00000108405	P2RX1	ENST00000225538	1200
ENSG00000108406	DHX40	ENST00000251241	2340
ENSG00000151806	GUF1	ENST00000281543	2010
ENSG00000119421	NDUFA8	ENST00000373768	519
ENSG00000071626	DAZAP1	ENST00000233078	1224
ENSG00000258143	unknown	ENST00000536542	459
ENSG00000258145	unknown	ENST00000553262	762
ENSG00000165105	RASEF	ENST00000376447	2223
ENSG00000165102	HGSNAT	ENST00000458501	1992
ENSG00000154358	OBSCN	ENST00000570156	26037
ENSG00000154359	LONRF1	ENST00000398246	2322
ENSG00000010319	SEMA3G	ENST00000231721	2349
ENSG00000010318	PHF7	ENST00000478707	1146
ENSG00000196268	ZNF493	ENST00000392288	2325
ENSG00000196266	OR10J3	ENST00000332217	990
ENSG00000101003	GINS1	ENST00000262460	591
ENSG00000101000	PROCR	ENST00000216968	717
ENSG00000010310	GIPR	ENST00000590918	1401
ENSG00000196262	PPIA	ENST00000468812	498
ENSG00000196263	ZNF471	ENST00000308031	1881
ENSG00000101004	NINL	ENST00000278886	4149
ENSG00000257676	unknown	ENST00000549494	381
ENSG00000257670	unknown	ENST00000552988	212
ENSG00000164850	GPER	ENST00000401670	1128
ENSG00000164853	UNCX	ENST00000316333	1596
ENSG00000164855	TMEM184A	ENST00000297477	1242
ENSG00000257679	unknown	ENST00000547910	1584
ENSG00000054277	OPN3	ENST00000366554	1209
ENSG00000186017	ZNF566	ENST00000392170	1260
ENSG00000186010	NDUFA13	ENST00000252576	684
ENSG00000126814	TRMT5	ENST00000261249	1530
ENSG00000185294	unknown	ENST00000329196	2055
ENSG00000185291	IL3RA	ENST00000331035	1137
ENSG00000185290	unknown	ENST00000329309	294
ENSG00000185298	CCDC137	ENST00000574107	878
ENSG00000183624	C3orf37	ENST00000383463	1065
ENSG00000183625	CCR3	ENST00000545097	1131
ENSG00000183621	ZNF438	ENST00000361310	2487
ENSG00000183628	DGCR6	ENST00000331444	663
ENSG00000183629	GOLGA8G	ENST00000525590	1947
ENSG00000196196	HRCT1	ENST00000354323	348
ENSG00000159658	KIAA0494	ENST00000371933	1488
ENSG00000116954	RRAGC	ENST00000373001	1200
ENSG00000267496	unknown	ENST00000588043	345
ENSG00000112276	BVES	ENST00000314641	1083
ENSG00000159650	UROC1	ENST00000383579	2211
ENSG00000256235	unknown	ENST00000526627	183
ENSG00000006007	GDE1	ENST00000353258	996
ENSG00000154978	VOPP1	ENST00000285279	519
ENSG00000154975	CA10	ENST00000340813	1005
ENSG00000242366	UGT1A8	ENST00000373450	1593
ENSG00000164270	HTR4	ENST00000360693	1287
ENSG00000242362	CT47A2	ENST00000458218	867
ENSG00000242361	HLA-DMA	ENST00000433630	871
ENSG00000104231	ZFAND1	ENST00000220669	807
ENSG00000104237	RP1	ENST00000220676	6471
ENSG00000150076	C10orf68	ENST00000375025	2079
ENSG00000176623	FAM82B	ENST00000406452	945
ENSG00000176624	MEX3C	ENST00000406189	1980
ENSG00000007392	LUC7L	ENST00000293872	1116
ENSG00000229924	unknown	ENST00000512047	1395
ENSG00000229929	TRIM39	ENST00000426469	1557
ENSG00000198049	AVPR1B	ENST00000367126	1275
ENSG00000198040	ZNF84	ENST00000539354	2217
ENSG00000198042	MAK16	ENST00000360128	903
ENSG00000198046	ZNF667	ENST00000342634	2217
ENSG00000008438	PGLYRP1	ENST00000008938	591
ENSG00000171163	ZNF692	ENST00000451251	1575
ENSG00000171160	MORN4	ENST00000335628	615
ENSG00000171161	ZNF672	ENST00000306562	1359
ENSG00000171169	NAIF1	ENST00000373078	984
ENSG00000230685	CLIC1	ENST00000457485	726
ENSG00000189332	unknown	ENST00000340135	465
ENSG00000243708	PLA2G4B	ENST00000452633	2346
ENSG00000243709	LEFTY1	ENST00000272134	1101
ENSG00000176198	OR11H4	ENST00000315409	975
ENSG00000240432	KRTAP13-3	ENST00000390690	519
ENSG00000204428	LY6G5C	ENST00000375863	677
ENSG00000204420	C6orf25	ENST00000375806	726
ENSG00000204421	LY6G6C	ENST00000375819	378
ENSG00000204427	ABHD16A	ENST00000395952	1677
ENSG00000204424	LY6G6F	ENST00000556581	1149
ENSG00000167778	SPRYD3	ENST00000547837	1440
ENSG00000167779	IGFBP6	ENST00000301464	723
ENSG00000167770	OTUB1	ENST00000422031	927
ENSG00000167771	RCOR2	ENST00000301459	1572
ENSG00000167772	ANGPTL4	ENST00000301455	1221
ENSG00000167774	NDUFA7	ENST00000598884	342
ENSG00000167775	CD320	ENST00000301458	849
ENSG00000177576	C18orf32	ENST00000579820	231
ENSG00000177575	CD163	ENST00000359156	3471
ENSG00000178562	CD28	ENST00000458610	705
ENSG00000237482	unknown	ENST00000550508	378
ENSG00000178568	ERBB4	ENST00000342788	3927
ENSG00000007062	PROM1	ENST00000510224	2598
ENSG00000120910	PPP3CC	ENST00000397775	1566
ENSG00000120913	PDLIM2	ENST00000308354	1809
ENSG00000120915	EPHX2	ENST00000521400	1668
ENSG00000136267	DGKB	ENST00000403951	2415
ENSG00000136261	BZW2	ENST00000258761	1260
ENSG00000046774	MAGEC2	ENST00000247452	1122
ENSG00000167194	C16orf92	ENST00000300575	399
ENSG00000167195	GOLGA6C	ENST00000300576	2082
ENSG00000167196	FBXO22	ENST00000308275	1212
ENSG00000167191	GPRC5B	ENST00000537135	1290
ENSG00000167193	CRK	ENST00000300574	915
ENSG00000205775	GAGE2E	ENST00000402590	351
ENSG00000205777	GAGE1	ENST00000381709	420
ENSG00000166825	ANPEP	ENST00000300060	2904
ENSG00000166823	MESP1	ENST00000300057	807
ENSG00000166822	TMEM170A	ENST00000561878	435
ENSG00000166821	PEX11A	ENST00000300056	744
ENSG00000186298	PPP1CC	ENST00000340766	1014
ENSG00000166828	SCNN1G	ENST00000300061	1950
ENSG00000127334	DYRK2	ENST00000344096	1806
ENSG00000127337	YEATS4	ENST00000247843	684
ENSG00000179213	C19orf75	ENST00000316401	594
ENSG00000179218	CALR	ENST00000316448	1254
ENSG00000268857	unknown	ENST00000601086	42
ENSG00000268856	unknown	ENST00000599569	132
ENSG00000268851	unknown	ENST00000596945	420
ENSG00000268853	unknown	ENST00000600602	350
ENSG00000268852	unknown	ENST00000598222	387
ENSG00000094661	OR1I1	ENST00000209540	1068
ENSG00000268859	unknown	ENST00000576725	108
ENSG00000268858	unknown	ENST00000601296	339
ENSG00000165841	CYP2C19	ENST00000371321	1473
ENSG00000005961	ITGA2B	ENST00000262407	3120
ENSG00000157093	LYZL4	ENST00000287748	441
ENSG00000158246	FAM46B	ENST00000289166	1278
ENSG00000133985	TTC9	ENST00000256367	669
ENSG00000137601	NEK1	ENST00000507142	3861
ENSG00000133983	COX16	ENST00000389912	321
ENSG00000133980	VRTN	ENST00000256362	2109
ENSG00000198862	LTN1	ENST00000389194	5439
ENSG00000198863	RUNDC1	ENST00000361677	1842
ENSG00000198860	TSEN15	ENST00000361641	516
ENSG00000198865	CCDC152	ENST00000361970	765
ENSG00000130958	SLC35D2	ENST00000253270	1014
ENSG00000130950	FAM22F	ENST00000253262	2271
ENSG00000130956	HABP4	ENST00000375249	1242
ENSG00000130957	FBP2	ENST00000375337	1020
ENSG00000157540	DYRK1A	ENST00000398960	2292
ENSG00000173473	SMARCC1	ENST00000254480	3318
ENSG00000157542	KCNJ6	ENST00000400482	1272
ENSG00000233566	C6orf100	ENST00000438403	189
ENSG00000233561	DHX16	ENST00000417308	3126
ENSG00000204169	AGAP7	ENST00000374095	1992
ENSG00000204165	CXorf65	ENST00000438526	611
ENSG00000100983	GSS	ENST00000216951	1425
ENSG00000204161	C10orf128	ENST00000374151	519
ENSG00000204160	ZDHHC18	ENST00000374142	1167
ENSG00000174123	TLR10	ENST00000308973	2436
ENSG00000174125	TLR1	ENST00000502213	2361
ENSG00000121634	GJA8	ENST00000369235	1302
ENSG00000168894	RNF181	ENST00000456023	511
ENSG00000081087	OSTM1	ENST00000193322	1005
ENSG00000235249	OR4F29	ENST00000426406	939
ENSG00000206459	PSORS1C2	ENST00000383530	411
ENSG00000206458	PSORS1C1	ENST00000549149	453
ENSG00000206450	HLA-B	ENST00000359635	1089
ENSG00000206452	HLA-C	ENST00000400395	1194
ENSG00000206455	TCF19	ENST00000400401	1038
ENSG00000206454	POU5F1	ENST00000383524	1083
ENSG00000206457	CCHCR1	ENST00000400412	2616
ENSG00000268142	unknown	ENST00000597699	798
ENSG00000268141	unknown	ENST00000594394	21
ENSG00000268147	unknown	ENST00000599995	861
ENSG00000268146	unknown	ENST00000598000	489
ENSG00000124508	BTN2A2	ENST00000356709	1572
ENSG00000269438	unknown	ENST00000596541	4188
ENSG00000269430	unknown	ENST00000596691	735
ENSG00000269432	unknown	ENST00000598177	369
ENSG00000269433	unknown	ENST00000599405	1095
ENSG00000269434	unknown	ENST00000600108	1404
ENSG00000269435	unknown	ENST00000595849	255
ENSG00000269436	unknown	ENST00000600554	219
ENSG00000269437	unknown	ENST00000602195	1881
ENSG00000130377	ACSBG2	ENST00000591403	2001
ENSG00000145864	GABRB2	ENST00000393959	1539
ENSG00000145860	RNF145	ENST00000518802	2082
ENSG00000145861	C1QTNF2	ENST00000393975	993
ENSG00000145863	GABRA6	ENST00000274545	1362
ENSG00000154016	GRAP	ENST00000284154	654
ENSG00000145868	FBXO38	ENST00000340253	3567
ENSG00000265096	unknown	ENST00000581579	219
ENSG00000234114	CCHCR1	ENST00000416163	2349
ENSG00000129351	ILF3	ENST00000588657	2697
ENSG00000129353	SLC44A2	ENST00000586078	2136
ENSG00000129354	AP1M2	ENST00000590923	1278
ENSG00000129355	CDKN2D	ENST00000393599	501
ENSG00000171408	PDE7B	ENST00000308191	1353
ENSG00000111358	GTF2H3	ENST00000543341	927
ENSG00000261772	unknown	ENST00000568103	3549
ENSG00000171401	KRT13	ENST00000246635	1377
ENSG00000171403	KRT9	ENST00000246662	1872
ENSG00000171402	XAGE3	ENST00000375491	336
ENSG00000171405	XAGE5	ENST00000375501	327
ENSG00000135472	FAIM2	ENST00000320634	951
ENSG00000135473	PAN2	ENST00000548043	3609
ENSG00000135476	ESPL1	ENST00000552462	6363
ENSG00000068354	TBC1D25	ENST00000376771	2067
ENSG00000039068	CDH1	ENST00000261769	2649
ENSG00000102125	TAZ	ENST00000299328	879
ENSG00000109118	PHF12	ENST00000332830	3015
ENSG00000214842	RAD51AP2	ENST00000399080	3480
ENSG00000214844	unknown	ENST00000415171	96
ENSG00000109111	SUPT6H	ENST00000314616	5181
ENSG00000109113	RAB34	ENST00000447716	951
ENSG00000105479	CCDC114	ENST00000315396	2013
ENSG00000143858	SYT2	ENST00000367267	1260
ENSG00000143851	PTPN7	ENST00000309017	1398
ENSG00000102699	PARP4	ENST00000381989	5175
ENSG00000198523	PLN	ENST00000357525	159
ENSG00000198522	GPN1	ENST00000264718	1167
ENSG00000198521	ZNF43	ENST00000354959	2430
ENSG00000198520	C1orf228	ENST00000458657	1323
ENSG00000135298	BAI3	ENST00000370598	4569
ENSG00000135299	ANKRD6	ENST00000339746	2184
ENSG00000043355	ZIC2	ENST00000376335	1599
ENSG00000147576	ADHFE1	ENST00000396623	1404
ENSG00000153406	NMRAL1	ENST00000283429	900
ENSG00000147570	DNAJC5B	ENST00000276570	600
ENSG00000147571	CRH	ENST00000276571	591
ENSG00000147573	TRIM55	ENST00000315962	1647
ENSG00000269549	unknown	ENST00000595203	399
ENSG00000068976	PYGM	ENST00000164139	2529
ENSG00000068971	PPP2R5B	ENST00000164133	1494
ENSG00000136925	TSTD2	ENST00000341170	1551
ENSG00000136929	HEMGN	ENST00000375112	1455
ENSG00000136928	GABBR2	ENST00000259455	2826
ENSG00000142892	PIGK	ENST00000370812	1188
ENSG00000147127	RAB41	ENST00000374473	669
ENSG00000108641	B9D1	ENST00000477478	642
ENSG00000099377	HSD3B7	ENST00000297679	1110
ENSG00000215462	unknown	ENST00000400396	225
ENSG00000147124	ZNF41	ENST00000397050	2370
ENSG00000147123	NDUFB11	ENST00000276062	492
ENSG00000119227	PIGZ	ENST00000412723	1740
ENSG00000023902	PLEKHO1	ENST00000369124	1230
ENSG00000214597	unknown	ENST00000398633	708
ENSG00000023909	GCLM	ENST00000370238	825
ENSG00000214595	EML6	ENST00000356458	5877
ENSG00000212857	unknown	ENST00000391545	1668
ENSG00000108395	TRIM37	ENST00000393066	2895
ENSG00000073861	TBX21	ENST00000177694	1608
ENSG00000145040	UCN2	ENST00000273610	339
ENSG00000145041	VPRBP	ENST00000423656	3237
ENSG00000138744	NAAA	ENST00000286733	1080
ENSG00000138741	TRPC3	ENST00000379645	2766
ENSG00000139835	GRTP1	ENST00000375430	1035
ENSG00000165775	FUNDC2	ENST00000369498	570
ENSG00000139832	RAB20	ENST00000267328	705
ENSG00000236183	LY6G6C	ENST00000434915	378
ENSG00000063169	GLTSCR1	ENST00000396720	4683
ENSG00000153896	ZNF599	ENST00000329285	1767
ENSG00000101577	LPIN2	ENST00000261596	2691
ENSG00000101574	METTL4	ENST00000574538	1419
ENSG00000214338	C6orf174	ENST00000525778	2844
ENSG00000153898	MCOLN2	ENST00000370608	1701
ENSG00000264253	unknown	ENST00000577642	1947
ENSG00000172468	HSFY1	ENST00000307393	1206
ENSG00000172469	MANEA	ENST00000358812	1389
ENSG00000234965	SHISA8	ENST00000457093	486
ENSG00000258309	unknown	ENST00000549248	369
ENSG00000258306	unknown	ENST00000552190	330
ENSG00000258307	unknown	ENST00000549991	417
ENSG00000172461	FUT9	ENST00000302103	1080
ENSG00000112077	RHAG	ENST00000371175	1230
ENSG00000172464	OR5AP2	ENST00000544374	954
ENSG00000172465	TCEAL1	ENST00000372626	480
ENSG00000233608	TWIST2	ENST00000448943	483
ENSG00000236236	TNXB	ENST00000412618	6449
ENSG00000236237	LTB	ENST00000456113	735
ENSG00000119919	NKX2-3	ENST00000344586	1095
ENSG00000119913	TECTB	ENST00000369422	990
ENSG00000119912	IDE	ENST00000265986	3060
ENSG00000119915	ELOVL3	ENST00000370005	813
ENSG00000119917	IFIT3	ENST00000371818	1473
ENSG00000232264	unknown	ENST00000504481	1593
ENSG00000148444	COMMD3	ENST00000376836	588
ENSG00000087842	PIR	ENST00000380420	873
ENSG00000150275	PCDH15	ENST00000361849	5874
ENSG00000104432	IL7	ENST00000263851	534
ENSG00000104435	STMN2	ENST00000518111	564
ENSG00000141385	AFG3L2	ENST00000269143	2394
ENSG00000107165	TYRP1	ENST00000388918	1614
ENSG00000107164	FUBP3	ENST00000319725	1719
ENSG00000205269	TMEM170B	ENST00000379426	399
ENSG00000141384	TAF4B	ENST00000578121	2604
ENSG00000117519	CNN3	ENST00000370206	990
ENSG00000081059	TCF7	ENST00000395029	1446
ENSG00000213029	SPHAR	ENST00000366688	192
ENSG00000213024	NUP62	ENST00000422090	1569
ENSG00000213022	KLK9	ENST00000594211	753
ENSG00000213023	SYT3	ENST00000338916	1773
ENSG00000213020	ZNF611	ENST00000319783	2118
ENSG00000100221	JOSD1	ENST00000216039	609
ENSG00000100220	C22orf28	ENST00000216038	1518
ENSG00000197006	METTL9	ENST00000358154	957
ENSG00000100225	FBXO7	ENST00000266087	1569
ENSG00000100227	POLDIP3	ENST00000252115	1266
